City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
153,Fairbanks,64.8378,-147.7164,48.2,52,1,9.22,US,2021-04-23 07:45:55
154,Pouembout,-21.1333,164.9,74.89,89,82,7.18,NC,2021-04-23 07:46:07
155,Olafsvik,64.8945,-23.7142,42.17,91,100,16.4,IS,2021-04-23 07:46:08
156,Salinopolis,-0.6136,-47.3561,75.96,89,80,5.28,BR,2021-04-23 07:46:08
157,Trincomalee,8.5711,81.2335,87.69,61,44,11.7,LK,2021-04-23 07:42:52
158,Tiznit,29.5833,-9.5,61.11,75,0,5.99,MA,2021-04-23 07:46:09
159,Lavrentiya,65.5833,-171.0,24.62,70,100,2.21,RU,2021-04-23 07:46:10
160,Solwezi,-12.1688,26.3894,65.84,77,100,7.29,ZM,2021-04-23 07:46:10
161,Trencin,48.8333,18.25,45.0,63,13,5.99,SK,2021-04-23 07:46:11
162,Pinega,64.7001,43.3936,47.1,55,69,7.31,RU,2021-04-23 07:46:11
163,Chicama,-7.8447,-79.1469,68.99,78,37,3.47,PE,2021-04-23 07:46:12
164,San Cristobal,7.7669,-72.225,67.69,67,43,1.52,VE,2021-04-23 07:46:12
165,Nanortalik,60.1432,-45.2371,34.68,85,54,7.96,GL,2021-04-23 07:45:42
166,Victoria,22.2855,114.1577,86.0,62,20,14.97,HK,2021-04-23 07:42:18
167,Koutsouras,35.0339,25.9469,66.36,48,35,3.27,GR,2021-04-23 07:46:13
168,Hami,42.8,93.45,56.28,24,100,8.88,CN,2021-04-23 07:46:13
169,Matay,28.419,30.7792,80.01,18,0,20.15,EG,2021-04-23 07:46:14
170,Najran,17.4924,44.1277,87.8,11,0,4.61,SA,2021-04-23 07:46:14
171,Palm Bay,28.0345,-80.5887,71.6,73,20,10.36,US,2021-04-23 07:44:15
172,Lubango,-14.9172,13.4925,63.09,66,94,2.48,AO,2021-04-23 07:46:15
173,Otjimbingwe,-22.35,16.1333,78.21,24,13,10.2,NA,2021-04-23 07:46:16
174,Kruisfontein,-34.0033,24.7314,70.0,77,0,4.0,ZA,2021-04-23 07:46:16
175,Nalut,30.3333,10.85,84.85,17,8,8.34,LY,2021-04-23 07:46:17
176,Patacamaya,-17.2333,-67.9167,45.75,64,100,3.18,BO,2021-04-23 07:46:17
177,Olga,43.7444,135.2892,59.2,44,96,3.29,RU,2021-04-23 07:46:17
178,Bridlington,54.0831,-0.1919,53.01,70,100,1.14,GB,2021-04-23 07:46:18
179,Saskylakh,71.9167,114.0833,15.48,85,100,4.18,RU,2021-04-23 07:46:18
180,East London,-33.0153,27.9116,69.8,73,0,8.05,ZA,2021-04-23 07:46:19
181,Orange Cove,36.6244,-119.3137,60.8,63,1,8.05,US,2021-04-23 07:46:19
182,Ngorongoro,-3.2397,35.4875,62.37,67,70,7.36,TZ,2021-04-23 07:46:20
183,Tuatapere,-46.1333,167.6833,50.0,95,85,4.0,NZ,2021-04-23 07:46:20
184,Te Anau,-45.4167,167.7167,47.46,93,89,3.18,NZ,2021-04-23 07:46:21
185,Huarmey,-10.0681,-78.1522,67.23,87,5,8.05,PE,2021-04-23 07:46:21
186,Bay City,43.5945,-83.8889,36.0,69,1,4.61,US,2021-04-23 07:41:42
187,Coahuayana,18.7333,-103.6833,71.42,42,100,4.09,MX,2021-04-23 07:46:22
188,Porto Santo,33.072,-16.3415,66.2,68,40,13.8,PT,2021-04-23 07:46:22
189,Ojinaga,29.5667,-104.4167,68.0,49,1,6.91,MX,2021-04-23 07:46:22
190,Seoul,37.5683,126.9778,71.6,26,0,9.22,KR,2021-04-23 07:43:36
191,Nouakchott,18.0858,-15.9785,64.4,82,4,11.5,MR,2021-04-23 07:42:35
192,Codrington,-38.2667,141.9667,56.32,73,100,9.84,AU,2021-04-23 07:46:13
193,Ossora,59.2353,163.0719,30.13,95,100,3.71,RU,2021-04-23 07:46:23
194,Okhotsk,59.3833,143.3,33.96,74,16,13.76,RU,2021-04-23 07:46:24
195,Vostok,46.4856,135.8833,58.44,52,100,9.44,RU,2021-04-23 07:46:24
196,Cockburn Town,21.4612,-71.1419,78.08,76,10,15.68,TC,2021-04-23 07:46:25
197,Saint-Philippe,-21.3585,55.7679,78.01,83,75,14.97,RE,2021-04-23 07:46:25
198,Beyneu,45.3167,55.2,62.62,25,100,20.09,KZ,2021-04-23 07:46:26
199,Great Falls,47.5002,-111.3008,27.0,93,90,8.05,US,2021-04-23 07:46:26
200,Cabo San Lucas,22.8909,-109.9124,70.0,56,47,16.4,MX,2021-04-23 07:46:26
201,Luderitz,-26.6481,15.1594,72.01,57,10,9.8,NA,2021-04-23 07:46:27
202,Wajima,37.4,136.9,60.8,55,0,4.61,JP,2021-04-23 07:46:27
203,Sur,22.5667,59.5289,96.39,27,0,7.34,OM,2021-04-23 07:46:28
204,Ramanuj Ganj,23.8,83.7,100.54,7,23,10.45,IN,2021-04-23 07:46:29
205,Richards Bay,-28.783,32.0377,67.05,86,88,10.2,ZA,2021-04-23 07:46:29
206,Ocampo,21.65,-101.5,57.76,25,100,7.74,MX,2021-04-23 07:46:30
207,Canmore,51.0834,-115.3521,23.0,80,99,4.61,CA,2021-04-23 07:42:58
208,Den Helder,52.9599,4.7593,46.4,71,90,5.75,NL,2021-04-23 07:46:30
209,Ternate,0.8,127.4,82.85,76,66,9.19,ID,2021-04-23 07:46:31
210,Kota Bahru,6.1333,102.2386,91.4,66,20,6.91,MY,2021-04-23 07:46:31
211,Salmo,49.1999,-117.2689,44.6,70,100,8.05,CA,2021-04-23 07:46:31
212,Goderich,43.7501,-81.7165,39.2,65,0,9.22,CA,2021-04-23 07:46:32
213,Port Elizabeth,-33.918,25.5701,66.2,82,0,12.66,ZA,2021-04-23 07:46:32
214,Alyangula,-13.8483,136.4192,84.2,65,40,9.22,AU,2021-04-23 07:46:33
215,Wanning,18.8003,110.3967,83.39,69,8,12.37,CN,2021-04-23 07:46:33
216,Washington,47.5001,-120.5015,52.0,71,6,1.01,US,2021-04-23 07:42:00
217,Blacksburg,37.2296,-80.4139,33.8,75,1,3.22,US,2021-04-23 07:42:50
218,Pokhara,28.2333,83.9833,89.13,12,0,8.46,NP,2021-04-23 07:43:08
219,Kailua,21.4022,-157.7394,75.2,69,40,11.5,US,2021-04-23 07:46:52
220,Athabasca,54.7169,-113.2854,23.0,67,1,5.75,CA,2021-04-23 07:46:53
221,Iqaluit,63.7506,-68.5145,23.0,86,90,4.61,CA,2021-04-23 07:46:53
222,Kumo,10.0447,11.2122,87.17,51,86,15.64,NG,2021-04-23 07:46:54
223,Faya,18.3851,42.4509,77.0,12,0,10.36,SA,2021-04-23 07:46:54
224,Itarema,-2.9248,-39.9167,74.08,92,86,6.53,BR,2021-04-23 07:46:54
225,Lasa,46.6166,10.7002,55.99,81,0,4.61,IT,2021-04-23 07:46:55
226,Altamira,-3.2033,-52.2064,70.7,99,100,1.28,BR,2021-04-23 07:46:55
227,Beringovskiy,63.05,179.3167,18.18,88,100,6.6,RU,2021-04-23 07:46:56
228,Ayr,55.4627,-4.6339,44.6,57,0,4.61,GB,2021-04-23 07:46:56
229,Lagoa,39.05,-27.9833,57.09,79,32,36.13,PT,2021-04-23 07:46:57
230,Barrow,71.2906,-156.7887,17.6,79,1,3.44,US,2021-04-23 07:46:57
231,La Paz,-16.5,-68.15,39.2,93,75,4.61,BO,2021-04-23 07:45:04
232,Bonavista,48.6499,-53.1147,36.0,86,100,8.05,CA,2021-04-23 07:46:58
233,Namibe,-15.1961,12.1522,78.8,89,40,3.53,AO,2021-04-23 07:46:58
234,Port Hawkesbury,45.6169,-61.3485,34.0,74,75,11.5,CA,2021-04-23 07:46:59
235,Thompson,55.7435,-97.8558,12.2,67,40,3.44,CA,2021-04-23 07:47:00
236,Nome,64.5011,-165.4064,37.4,60,1,6.91,US,2021-04-23 07:47:00
